"CONVOCATORIA","SEMESTRE DE CONVOCATORIA","BENEFICIO OTORGADO","DEPARTAMENTO DE NACIMIENTO","MUNICIPIO DE NACIMIENTO","FECHA DE NACIMIENTO","GÉNERO","SUBREGIÓN DE RESIDENCIA","MUNICIPIO DE RESIDENCIA","ESTRATO","GRUPO ETNICO","VICTIMA DEL CONFLICTO ARMADO","UNIVERSIDAD","PROGRAMA CURSADO","MUNICIPIO OFERTA","TIPO DE FORMACIÓN","GRADUADO"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","ANDES","1998 Aug 20 12:00:00 AM","FEMENINO","SUROESTE","CIUDAD BOLIVAR","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD NACIONAL DE COLOMBIA","INGENIERIA BIOLOGICA","MEDELLIN","UNIVERSITARIA","SI"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","RIONEGRO","1998 Aug 29 12:00:00 AM","MASCULINO","ORIENTE","RIONEGRO","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","ASTRONOMIA","MEDELLIN","UNIVERSITARIA","NO"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","RIONEGRO","1998 Sep 02 12:00:00 AM","MASCULINO","ORIENTE","GUARNE","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD NACIONAL DE COLOMBIA","INGENIERIA INDUSTRIAL","MEDELLIN","UNIVERSITARIA","SI"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","GIRALDO","1998 Sep 12 12:00:00 AM","MASCULINO","OCCIDENTE","GIRALDO","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","LIC. EN EDUCACION FISICA","MEDELLIN","UNIVERSITARIA","SI"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","GUARNE","1998 Sep 28 12:00:00 AM","MASCULINO","ORIENTE","GUARNE","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD NACIONAL DE COLOMBIA","ARQUITECTURA","MEDELLIN","UNIVERSITARIA","NO"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1998 Oct 07 12:00:00 AM","FEMENINO","ORIENTE","EL CARMEN DE VIBORAL","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","MEDICINA","MEDELLIN","UNIVERSITARIA","NO"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","JERICO","1998 Oct 17 12:00:00 AM","FEMENINO","SUROESTE","JERICO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","ENFERMERIA","MEDELLIN","UNIVERSITARIA","SI"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1998 Oct 31 12:00:00 AM","MASCULINO","SUROESTE","SANTA BARBARA","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","INGENIERIA MECANICA","MEDELLIN","UNIVERSITARIA","NO"
"2,016","1","MATRICULA Y SOSTENIMIENTO","BOGOTA","BOGOTA, D.C.","1998 Nov 06 12:00:00 AM","MASCULINO","SUROESTE","FREDONIA","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD NACIONAL DE COLOMBIA","INGENIERIA QUIMICA","MEDELLIN","UNIVERSITARIA","SI"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","APARTADO","1998 Nov 23 12:00:00 AM","MASCULINO","URABA","APARTADO","ESTRATO 3","AFROCOLOMBIANO","NO","UNIVERSIDAD DE ANTIOQUIA","INGENIERIA DE SISTEMAS","MEDELLIN","UNIVERSITARIA","NO"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","JERICO","1998 Dec 17 12:00:00 AM","MASCULINO","SUROESTE","JERICO","ESTRATO 1","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","INGENIERIA DE SISTEMAS","MEDELLIN","UNIVERSITARIA","SI"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","RIONEGRO","1998 Dec 22 12:00:00 AM","MASCULINO","URABA","CHIGORODO","ESTRATO 1","NINGUNO","NO","UNIVERSIDAD NACIONAL DE COLOMBIA","INGENIERIA AGRONOMICA","MEDELLIN","UNIVERSITARIA","NO"
"2,016","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1998 Dec 26 12:00:00 AM","MASCULINO","OCCIDENTE","CAICEDO","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","DERECHO","MEDELLIN","UNIVERSITARIA","NO"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CAREPA","1997 Jul 27 12:00:00 AM","FEMENINO","URABA","APARTADO","ESTRATO 2","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","NO"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","NECHI","1996 Jun 07 12:00:00 AM","MASCULINO","BAJO CAUCA","NECHI","ESTRATO 1","NINGUNO","SI","TECNOLOGICO DE ANTIOQUIA","TECNOLOGIA AGROAMBIENTAL","CAUCASIA","TECNOLOGICA","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","TURBO","1997 Aug 08 12:00:00 AM","FEMENINO","URABA","CHIGORODO","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CHIGORODO","1997 Aug 19 12:00:00 AM","FEMENINO","URABA","CHIGORODO","ESTRATO 1","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN LOGISTICA INTEGRAL","APARTADO","TECNOLOGICA","NO"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CHIGORODO","1997 Apr 15 12:00:00 AM","FEMENINO","URABA","CHIGORODO","ESTRATO 2","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CAREPA","1989 Dec 22 12:00:00 AM","FEMENINO","URABA","CAREPA","ESTRATO 2","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CAREPA","1996 Dec 17 12:00:00 AM","MASCULINO","URABA","APARTADO","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNICO PROFESIONAL EN SOP. DE SISTEMAS DE INFORMACION","APARTADO","TECNICA PROFESIONAL","NO"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","APARTADO","1999 Feb 06 12:00:00 AM","MASCULINO","URABA","APARTADO","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN ENTRENAMIENTO DEPORTIVO","APARTADO","TECNOLOGICA","NO"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","APARTADO","1994 Jun 01 12:00:00 AM","MASCULINO","URABA","APARTADO","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNICO PROFESIONAL EN SOP. DE SISTEMAS DE INFORMACION","APARTADO","TECNICA PROFESIONAL","NO"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","APARTADO","1997 Oct 19 12:00:00 AM","FEMENINO","URABA","CHIGORODO","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN ENTRENAMIENTO DEPORTIVO","APARTADO","TECNOLOGICA","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CHIGORODO","1997 Aug 24 12:00:00 AM","FEMENINO","URABA","CHIGORODO","ESTRATO 2","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CHIGORODO","1998 Apr 10 12:00:00 AM","FEMENINO","URABA","CHIGORODO","ESTRATO 1","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","APARTADO","1990 Jun 12 12:00:00 AM","FEMENINO","URABA","CAREPA","ESTRATO 2","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","GIRALDO","1984 Apr 26 12:00:00 AM","FEMENINO","URABA","TURBO","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN ENTRENAMIENTO DEPORTIVO","APARTADO","TECNOLOGICA","NO"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CAREPA","1994 Sep 29 12:00:00 AM","FEMENINO","URABA","APARTADO","ESTRATO 2","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CHIGORODO","1998 Jul 04 12:00:00 AM","FEMENINO","URABA","CHIGORODO","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CAREPA","1992 Nov 23 12:00:00 AM","MASCULINO","URABA","CHIGORODO","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","CORDOBA","TIERRALTA","1972 Nov 16 12:00:00 AM","MASCULINO","URABA","CHIGORODO","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN PRODUCCION AGROPECUARIA","APARTADO","TECNOLOGICA","NO"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CAREPA","1995 Jul 29 12:00:00 AM","FEMENINO","URABA","CAREPA","ESTRATO 2","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNICO PROFESIONAL EN SOP. DE SISTEMAS DE INFORMACION","APARTADO","TECNICA PROFESIONAL","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","VALLE DEL CAUCA","CARTAGO","1994 Jan 19 12:00:00 AM","MASCULINO","URABA","CHIGORODO","ESTRATO 1","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN ENTRENAMIENTO DEPORTIVO","APARTADO","TECNOLOGICA","NO"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","TURBO","1995 Mar 13 12:00:00 AM","FEMENINO","URABA","CHIGORODO","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","NO"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","DABEIBA","1988 Nov 23 12:00:00 AM","FEMENINO","URABA","APARTADO","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN LOGISTICA INTEGRAL","APARTADO","TECNOLOGICA","NO"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CHIGORODO","1996 Feb 10 12:00:00 AM","MASCULINO","URABA","CHIGORODO","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNICO PROFESIONAL EN SOP. DE SISTEMAS DE INFORMACION","APARTADO","TECNICA PROFESIONAL","NO"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","APARTADO","1999 Oct 14 12:00:00 AM","FEMENINO","URABA","APARTADO","ESTRATO 1","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","NO"
"2,015","1","MATRICULA Y SOSTENIMIENTO","CORDOBA","TIERRALTA","1994 May 15 12:00:00 AM","FEMENINO","URABA","CAREPA","ESTRATO 2","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN LOGISTICA INTEGRAL","APARTADO","TECNOLOGICA","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CHIGORODO","1994 Dec 07 12:00:00 AM","MASCULINO","URABA","CHIGORODO","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNICO PROFESIONAL EN SOP. DE SISTEMAS DE INFORMACION","APARTADO","TECNICA PROFESIONAL","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","TURBO","1976 Nov 22 12:00:00 AM","MASCULINO","URABA","CHIGORODO","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN ENTRENAMIENTO DEPORTIVO","APARTADO","TECNOLOGICA","NO"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","APARTADO","1995 Dec 30 12:00:00 AM","FEMENINO","URABA","APARTADO","ESTRATO 1","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","APARTADO","1993 Jan 31 12:00:00 AM","FEMENINO","URABA","APARTADO","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNICO PROFESIONAL EN SOP. DE SISTEMAS DE INFORMACION","APARTADO","TECNICA PROFESIONAL","NO"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CAREPA","1997 Mar 21 12:00:00 AM","FEMENINO","URABA","CAREPA","ESTRATO 2","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","SI"
"2,015","1","MATRICULA","ANTIOQUIA","CAREPA","1995 Jul 14 12:00:00 AM","MASCULINO","URABA","CAREPA","ESTRATO 3","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNICO PROFESIONAL EN SOP. DE SISTEMAS DE INFORMACION","APARTADO","TECNICA PROFESIONAL","NO"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","APARTADO","1993 Jun 09 12:00:00 AM","FEMENINO","URABA","APARTADO","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","NO"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","NECHI","1991 Jul 12 12:00:00 AM","MASCULINO","BAJO CAUCA","NECHI","ESTRATO 1","NINGUNO","SI","TECNOLOGICO DE ANTIOQUIA","TECNOLOGIA AGROAMBIENTAL","CAUCASIA","TECNOLOGICA","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CHIGORODO","1992 Jul 27 12:00:00 AM","FEMENINO","URABA","CHIGORODO","ESTRATO 2","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","APARTADO","1998 Jan 01 12:00:00 AM","FEMENINO","URABA","TURBO","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN LOGISTICA INTEGRAL","APARTADO","TECNOLOGICA","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","APARTADO","1996 Jun 06 12:00:00 AM","FEMENINO","URABA","TURBO","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CAREPA","1995 Sep 10 12:00:00 AM","MASCULINO","URABA","APARTADO","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","APARTADO","1998 Jun 17 12:00:00 AM","MASCULINO","URABA","APARTADO","ESTRATO 1","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","NO"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","NECHI","1994 Feb 03 12:00:00 AM","FEMENINO","BAJO CAUCA","NECHI","ESTRATO 1","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","TECNOLOGIA AGROAMBIENTAL","CAUCASIA","TECNOLOGICA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","NECHI","1990 Feb 17 12:00:00 AM","FEMENINO","BAJO CAUCA","NECHI","ESTRATO 1","NINGUNO","SI","TECNOLOGICO DE ANTIOQUIA","TECNOLOGIA AGROAMBIENTAL","CAUCASIA","TECNOLOGICA","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","APARTADO","1996 Sep 05 12:00:00 AM","MASCULINO","URABA","APARTADO","ESTRATO 2","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN ENTRENAMIENTO DEPORTIVO","APARTADO","TECNOLOGICA","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CHIGORODO","1985 Jul 01 12:00:00 AM","FEMENINO","URABA","CHIGORODO","ESTRATO 2","NINGUNO","NO","FUNDACION UNIVERSITARIA CATOLICA DEL NORTE","PSICOLOGIA","SANTA ROSA DE OSOS","UNIVERSITARIA","NO"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CHIGORODO","1996 Jan 23 12:00:00 AM","FEMENINO","URABA","CHIGORODO","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","NO"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","NECHI","1995 Jan 19 12:00:00 AM","FEMENINO","BAJO CAUCA","NECHI","ESTRATO 1","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","TECNOLOGIA AGROAMBIENTAL","CAUCASIA","TECNOLOGICA","NO"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","ITAGUI","1994 Aug 02 12:00:00 AM","MASCULINO","URABA","CHIGORODO","ESTRATO 2","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN PRODUCCION AGROPECUARIA","APARTADO","TECNOLOGICA","NO"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","APARTADO","1994 Jul 21 12:00:00 AM","MASCULINO","URABA","APARTADO","ESTRATO 2","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN SISTEMAS DE INFORMACION","APARTADO","TECNOLOGICA","NO"
"2,015","1","MATRICULA","ANTIOQUIA","CHIGORODO","1995 Dec 08 12:00:00 AM","FEMENINO","URABA","CHIGORODO","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","NO"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","APARTADO","1999 Jan 29 12:00:00 AM","FEMENINO","URABA","CHIGORODO","ESTRATO 1","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","SI"
"2,015","1","MATRICULA","ANTIOQUIA","APARTADO","1986 Aug 17 12:00:00 AM","MASCULINO","URABA","CAREPA","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN PRODUCCION AGROPECUARIA","APARTADO","TECNOLOGICA","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CAREPA","1996 Jul 17 12:00:00 AM","FEMENINO","URABA","CAREPA","ESTRATO 1","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","NO"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","APARTADO","1998 Aug 08 12:00:00 AM","MASCULINO","URABA","APARTADO","ESTRATO 2","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNICO PROFESIONAL EN SOP. DE SISTEMAS DE INFORMACION","APARTADO","TECNICA PROFESIONAL","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","APARTADO","1999 Mar 03 12:00:00 AM","MASCULINO","URABA","APARTADO","ESTRATO 2","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","APARTADO","1985 Nov 24 12:00:00 AM","FEMENINO","URABA","CAREPA","ESTRATO 2","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","BOLIVAR","CARTAGENA","1994 May 13 12:00:00 AM","MASCULINO","URABA","CHIGORODO","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","NO"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","APARTADO","1994 Nov 27 12:00:00 AM","MASCULINO","URABA","APARTADO","ESTRATO 1","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN SISTEMAS DE INFORMACION","APARTADO","TECNOLOGICA","NO"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","APARTADO","1989 Apr 28 12:00:00 AM","FEMENINO","URABA","APARTADO","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CHIGORODO","1994 Oct 04 12:00:00 AM","MASCULINO","URABA","CHIGORODO","ESTRATO 2","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN PRODUCCION AGROPECUARIA","APARTADO","TECNOLOGICA","NO"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","TURBO","1997 Nov 20 12:00:00 AM","MASCULINO","URABA","TURBO","ESTRATO 3","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN ENTRENAMIENTO DEPORTIVO","APARTADO","TECNOLOGICA","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","APARTADO","1996 May 23 12:00:00 AM","MASCULINO","URABA","APARTADO","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN LOGISTICA INTEGRAL","APARTADO","TECNOLOGICA","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CAREPA","1994 Jul 15 12:00:00 AM","MASCULINO","URABA","APARTADO","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN ENTRENAMIENTO DEPORTIVO","APARTADO","TECNOLOGICA","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CAREPA","1995 Aug 27 12:00:00 AM","FEMENINO","URABA","CAREPA","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","APARTADO","1993 Oct 06 12:00:00 AM","MASCULINO","URABA","APARTADO","ESTRATO 2","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN PRODUCCION AGROPECUARIA","APARTADO","TECNOLOGICA","NO"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CHIGORODO","1989 Nov 20 12:00:00 AM","FEMENINO","URABA","CAREPA","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN LOGISTICA INTEGRAL","APARTADO","TECNOLOGICA","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CHIGORODO","1985 Jan 16 12:00:00 AM","FEMENINO","URABA","CHIGORODO","ESTRATO 2","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN LOGISTICA INTEGRAL","APARTADO","TECNOLOGICA","NO"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","APARTADO","1984 Dec 04 12:00:00 AM","MASCULINO","URABA","APARTADO","ESTRATO 2","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","SI"
"2,015","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CAREPA","1997 Dec 18 12:00:00 AM","MASCULINO","URABA","CAREPA","ESTRATO 2","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN PRODUCCION AGROPECUARIA","APARTADO","TECNOLOGICA","NO"
